[ 2024-07-19 02:46:37,916  21 COMPONENTS - INFO - Initializing our llm model]
[ 2024-07-19 02:46:37,953  25 COMPONENTS - INFO - Initialized our llm model]
[ 2024-07-19 02:46:37,953  26 COMPONENTS - INFO - Loading FAISS DB and getting retriever from it]
[ 2024-07-19 02:46:37,965  97 faiss.loader - INFO - Loading faiss.]
[ 2024-07-19 02:46:37,974  99 faiss.loader - INFO - Successfully loaded faiss.]
[ 2024-07-19 02:46:37,980  32 COMPONENTS - INFO - Loaded FAISS DB and got retriever from it]
[ 2024-07-19 02:46:37,980  33 COMPONENTS - INFO - Creating history aware retriever]
[ 2024-07-19 02:46:37,980  53 COMPONENTS - INFO - Created history aware retriever]
[ 2024-07-19 02:46:37,980  54 COMPONENTS - INFO - Creating Prompt, Question_Answer_Chain, Rag_Chain]
[ 2024-07-19 02:46:37,980  77 COMPONENTS - INFO - Created Prompt, Question_Answer_Chain, Rag_Chain]
[ 2024-07-19 02:46:37,980  78 COMPONENTS - INFO - Initializing RunnableWithMessageHistory]
[ 2024-07-19 02:46:37,981  88 COMPONENTS - INFO - Initialized RunnableWithMessageHistory]
[ 2024-07-19 02:46:44,181  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:46:45,440  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:03,797  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:04,602  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:05,511  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:31,520  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:32,276  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:47:33,566  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:02,155  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:03,188  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:04,083  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:29,190  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:29,787  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:30,604  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:50,470  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:51,299  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:48:53,608  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:51:27,968  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:51:28,583  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:51:29,402  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:51:59,124  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:51:59,714  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:52:00,530  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:52:24,188  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:52:24,701  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:52:25,620  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:53:20,100  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
[ 2024-07-19 02:53:20,608  1026 httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"]
[ 2024-07-19 02:53:21,840  1026 httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"]
